w1,w2,w3,,,Cue,,,,,,,,,,,,,
方程式,偏见,暗度陈仓,,,暗,,fang1,cheng2,shi4,pian1,jian4,an4,du4,chen2,cang1,,,,,an4
障碍物,写字台,各抒己见,,,各,,zhang4,ai4,wu4,xie3,zi4,tai2,ge4,shu1,ji3,jian4,,,,ge4
神经元,恼羞成怒,昭然若揭,,,昭,,shen2,jing1,yuan2,nao3,xiu1,cheng2,nu4,zhao1,ran2,ruo4,jie1,,,zhao1
风驰电掣,汉字,扑朔迷离,,,扑,,feng1,chi2,dian4,che4,han4,zi4,pu1,shuo4,mi2,li2,,,,pu1
轻车熟路,金黄色,言简意赅,,,言,,qing1,che1,shu2,lu4,jin1,huang2,se4,yan2,jian3,yi4,gai1,,,yan2
西装革履,滥竽充数,海市蜃楼,,,海,,xi1,zhuang1,ge2,lv3,lan4,yu2,chong1,shu4,hai3,shi4,shen4,lou2,,hai3
肥料,银行,振聋发聩,,,振,,fei2,liao4,yin2,hang2,zhen4,long2,fa1,kui4,,,,,,zhen4
种族,好奇心,病入膏肓,,,病,,zhong3,zu2,hao4,qi2,xin1,bing4,ru4,gao1,huang1,,,,,bing4
宇宙,竭泽而渔,蝇头小利,,,蝇,,yu3,zhou4,jie2,ze2,er2,yu2,ying2,tou2,xiao3,li4,,,,ying2
海平面,答案,亡羊补牢,,,亡,,hai3,ping2,mian4,da2,an4,wang2,yang2,bu3,lao2,,,,,wang2
奴隶制,工艺品,日积月累,,,日,,nu2,li4,zhi4,gong1,yi4,pin3,ri4,ji1,yue4,lei3,,,,ri4
党中央,随波逐流,按部就班,,,按,,dang3,zhong1,yang1,sui2,bo1,zhu2,liu2,an4,bu4,jiu4,ban1,,,an4
蛛丝马迹,走廊,纸上谈兵,,,纸,,zhu1,si1,ma3,ji4,zou3,lang2,zhi3,shang4,tan2,bing1,,,,zhi3
言简意赅,同位素,固步自封,,,固,,yan2,jian3,yi4,gai1,tong2,wei4,su4,gu4,bu4,zi4,feng1,,,gu4
开诚布公,引经据典,含辛茹苦,,,含,,kai1,cheng2,bu4,gong1,yin3,jing1,ju4,dian3,han2,xin1,ru2,ku3,,han2
榜样,生活,开诚布公,,,开,,bang3,yang4,sheng1,huo2,kai1,cheng2,bu4,gong1,,,,,,kai1
规则,暴风雨,身先士卒,,,身,,gui1,ze2,bao4,feng1,yu3,shen1,xian1,shi4,zu2,,,,,shen1
灵魂,釜底抽薪,蛛丝马迹,,,蛛,,ling2,hun2,fu3,di3,chou1,xin1,zhu1,si1,ma3,ji4,,,,zhu1
普通话,名称,倾家荡产,,,倾,,pu3,tong1,hua4,ming2,cheng1,qing1,jia1,dang4,chan3,,,,,qing1
电冰箱,录音机,煞有介事,,,煞,,dian4,bing1,xiang1,lu4,yin1,ji1,sha4,you3,jie4,shi4,,,,sha4
葡萄糖,如虎添翼,张冠李戴,,,张,,pu2,tao2,tang2,ru2,hu3,tian1,yi4,zhang1,guan1,li3,dai4,,,zhang1
化险为夷,条款,滥竽充数,,,滥,,hua4,xian3,wei2,yi2,tiao2,kuan3,lan4,yu2,chong1,shu4,,,,lan4
煞有介事,图书馆,力挽狂澜,,,力,,sha4,you3,jie4,shi4,tu2,shu1,guan3,li4,wan3,kuang2,lan2,,,li4
如虎添翼,通宵达旦,风驰电掣,,,风,,ru2,hu3,tian1,yi4,tong1,xiao1,da2,dan4,feng1,chi2,dian4,che4,,feng1
答案,节目,身先士卒,,,先,,da2,an4,jie2,mu4,shen1,xian1,shi4,zu2,,,,,,xian1
婚礼,会议室,竭泽而渔,,,泽,,hun1,li3,hui4,yi4,shi4,jie2,ze2,er2,yu2,,,,,ze2
香烟,聚精会神,海市蜃楼,,,市,,xiang1,yan1,ju4,jing1,hui4,shen2,hai3,shi4,shen4,lou2,,,,shi4
反动派,童话,花团锦簇,,,团,,fan3,dong4,pai4,tong2,hua4,hua1,tuan2,jin3,cu4,,,,,tuan2
笔记本,方程式,乍暖还寒,,,暖,,bi3,ji4,ben3,fang1,cheng2,shi4,zha4,nuan3,huan2,han2,,,,nuan3
冷空气,模棱两可,逍遥法外,,,遥,,leng3,kong1,qi4,mo2,leng2,liang3,ke3,xiao1,yao2,fa3,wai4,,,yao2
运筹帷幄,技巧,垂涎欲滴,,,涎,,yun4,chou2,wei2,wo4,ji4,qiao3,chui2,xian2,yu4,di1,,,,xian2
竭泽而渔,催化剂,朝气蓬勃,,,气,,jie2,ze2,er2,yu2,cui1,hua4,ji4,zhao1,qi4,peng2,bo2,,,qi4
釜底抽薪,照本宣科,运筹帷幄,,,筹,,fu3,di3,chou1,xin1,zhao4,ben3,xuan1,ke1,yun4,chou2,wei2,wo4,,chou2
宣言,形状,恼羞成怒,,,羞,,xuan1,yan2,xing2,zhuang4,nao3,xiu1,cheng2,nu4,,,,,,xiu1
偏见,创造力,张冠李戴,,,冠,,pian1,jian4,chuang4,zao4,li4,zhang1,guan1,li3,dai4,,,,,guan1
村庄,举世瞩目,雪中送炭,,,中,,cun1,zhuang1,ju3,shi4,zhu3,mu4,xue3,zhong1,song4,tan4,,,,zhong1
国务院,肥料,热泪盈眶,,,泪,,guo2,wu4,yuan4,fei2,liao4,re4,lei4,ying2,kuang4,,,,,lei4
交响乐,呼吸道,照本宣科,,,本,,jiao1,xiang3,yue4,hu1,xi1,dao4,zhao4,ben3,xuan1,ke1,,,,ben3
手榴弹,含辛茹苦,开诚布公,,,诚,,shou3,liu2,dan4,han2,xin1,ru2,ku3,kai1,cheng2,bu4,gong1,,,cheng2
风驰电掣,面包,按部就班,,,部,,feng1,chi2,dian4,che4,mian4,bao1,an4,bu4,jiu4,ban1,,,,bu4
责无旁贷,出版社,亡羊补牢,,,羊,,ze2,wu2,pang2,dai4,chu1,ban3,she4,wang2,yang2,bu3,lao2,,,yang2
刻不容缓,如虎添翼,蛛丝马迹,,,丝,,ke4,bu4,rong2,huan3,ru2,hu3,tian1,yi4,zhu1,si1,ma3,ji4,,si1
商店,流派,病入膏肓,,,入,,shang1,dian4,liu2,pai4,bing4,ru4,gao1,huang1,,,,,,ru4
常识,普通话,各抒己见,,,抒,,chang2,shi2,pu3,tong1,hua4,ge4,shu1,ji3,jian4,,,,,shu1
伦理,浅尝辄止,大快朵颐,,,快,,lun2,li3,qian3,chang2,zhe2,zhi3,da4,kuai4,duo3,yi2,,,,kuai4
主人翁,城市,日积月累,,,积,,zhu3,ren2,weng1,cheng2,shi4,ri4,ji1,yue4,lei3,,,,,ji1
会议室,蒸馏水,平分秋色,,,分,,hui4,yi4,shi4,zheng1,liu2,shui3,ping2,fen1,qiu1,se4,,,,fen1
幼儿园,隔靴搔痒,心血来潮,,,血,,you4,er2,yuan2,ge2,xue1,sao1,yang3,xin1,xue4,lai2,chao2,,,xue4
细枝末节,性别,西装革履,,,装,,xi4,zhi1,mo4,jie2,xing4,bie2,xi1,zhuang1,ge2,lv3,,,,zhuang1
如虎添翼,西红柿,责无旁贷,,,无,,ru2,hu3,tian1,yi4,xi1,hong2,shi4,ze2,wu2,pang2,dai4,,,wu2
千载难逢,昭然若揭,稍纵即逝,,,纵,,qian1,zai3,nan2,feng2,zhao1,ran2,ruo4,jie1,shao1,zong4,ji2,shi4,,zong4
灰尘,珍珠,各抒己见,,,见,,hui1,chen2,zhen1,zhu1,ge4,shu1,ji3,jian4,,,,,,jian4
蔬菜,代表团,韬光养晦,,,晦,,shu1,cai4,dai4,biao3,tuan2,tao1,guang1,yang3,hui4,,,,,hui4
网络,望尘莫及,病入膏肓,,,肓,,wang3,luo4,wang4,chen2,mo4,ji2,bing4,ru4,gao1,huang1,,,,huang1
价值观,祖先,朝气蓬勃,,,勃,,jia4,zhi2,guan1,zu3,xian1,zhao1,qi4,peng2,bo2,,,,,bo2
同位素,灵敏度,扑朔迷离,,,离,,tong2,wei4,su4,ling2,min3,du4,pu1,shuo4,mi2,li2,,,,li2
婚姻法,妙语连珠,按部就班,,,班,,hun1,yin1,fa3,miao4,yu3,lian2,zhu1,an4,bu4,jiu4,ban1,,,ban1
心血来潮,散文,通宵达旦,,,旦,,xin1,xue4,lai2,chao2,san3,wen2,tong1,xiao1,da2,dan4,,,,dan4
身先士卒,介绍信,蛛丝马迹,,,迹,,shen1,xian1,shi4,zu2,jie4,shao4,xin4,zhu1,si1,ma3,ji4,,,ji4
通宵达旦,掩耳盗铃,运筹帷幄,,,幄,,tong1,xiao1,da2,dan4,yan3,er3,dao4,ling2,yun4,chou2,wei2,wo4,,wo4
走廊,村庄,热泪盈眶,,,眶,,zou3,lang2,cun1,zhuang1,re4,lei4,ying2,kuang4,,,,,,kuang4
童话,太阳能,浅尝辄止,,,止,,tong2,hua4,tai4,yang2,neng2,qian3,chang2,zhe2,zhi3,,,,,zhi3
雕塑,人赃俱获,吞云吐雾,,,雾,,diao1,su4,ren2,zang1,ju4,huo4,tun1,yun2,tu3,wu4,,,,wu4
猫头鹰,羽毛,隔靴搔痒,,,痒,,mao1,tou2,ying1,yu3,mao2,ge2,xue1,sao1,yang3,,,,,yang3
男子汉,检察官,模棱两可,,,可,,nan2,zi3,han4,jian3,cha2,guan1,mo2,leng2,liang3,ke3,,,,ke3
党中央,细枝末节,千载难逢,,,逢,,dang3,zhong1,yang1,xi4,zhi1,mo4,jie2,qian1,zai3,nan2,feng2,,,feng2
张冠李戴,网络,倾家荡产,,,产,,zhang1,guan1,li3,dai4,wang3,luo4,qing1,jia1,dang4,chan3,,,,chan3
随波逐流,消费者,西装革履,,,履,,sui2,bo1,zhu2,liu2,xiao1,fei4,zhe3,xi1,zhuang1,ge2,lv3,,,lv3
韬光养晦,因材施教,灰飞烟灭,,,灭,,tao1,guang1,yang3,hui4,yin1,cai2,shi1,jiao4,hui1,fei1,yan1,mie4,,mie4
